plan_id/id,id,state,tipo_proceso/id,clasificacion_id/id,nombre_proyecto_idu,centro_costo,nombre_punto_inversion,dependencia/id,dependencia/name,description,presupuesto,fuente/id,plazo_de_ejecucion,unidad_meta_fisica/id,cantidad_meta_fisica,localidad,fecha_radicacion,fecha_crp,fecha_acta_inicio,tipo_proceso_seleccion/id
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_10,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_13,__export__.plan_contratacion_idu_clasificador_proyectos_11,GASTOS DE ADMON VALORIZACION ANTERIOR,21100,DISTRIBUCION DOC. VALORIZALOR. ANTERIOR,__export__.hr_department_11,DTAV,"Implementación del diseño, impresión, alistamiento suministro y distribución de documentos para el cobro de valorizaciones anteriores al cobro ordenado mediante acuerdo 180  de 2005 en Bogotá D.C.",100000000,__export__.plan_contratacion_idu_fuente_3,8 meses,Cuentas de cobro,819930,Entidad,2014-02-14,2014-05-01,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_6
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_11,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,APOYO TECNICO Y LOGISTICO,20061,APOYO TECNICO Y LOGISTICO ASESORIAS,__export__.hr_department_12,DTGC,Proyección de 69 contratos de prestación de servicios profesionales y de apoyo a la gestión por un plazo de ocho (8) meses por valor de $2.746.208.000. El detalle de cada contrato se tiene en un Plan de Contratación PSP vigencia 2014.,2748361000,__export__.plan_contratacion_idu_fuente_2,8 meses,Contratos PSP 2014,69,Entidad,2014-02-14,2014-05-01,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_12,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,APOYO TECNICO Y LOGISTICO,20061,APOYO TECNICO Y LOGISTICO ASESORIAS,__export__.hr_department_12,DTGC,"Proyección de 1063 contratos de prestación de servicios profesionales y de apoyo a la gestión por un plazo de ocho (8) meses por valor de $32.693.016.000. 

En este valor esta incluido la proyección de 129 contratos PSP para la DTDP relacionados con la gestión del suelo para los proyectos de ""Cupo de Endeudamiento"", por valor de $3.498.000.000. El detalle de cada contrato se tiene en un Plan de Contratación PSP vigencia 2014.",32693016000,__export__.plan_contratacion_idu_fuente_37,8 MESES,Contratos PSP 2014,1063,Entidad,2014-05-03,2014-08-01,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_13,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,APOYO TECNICO Y LOGISTICO,20061,APOYO TECNICO Y LOGISTICO ASESORIAS,__export__.hr_department_12,DTGC,Para cubrir necesidades de PSP Acuerdo 523.,8306984000,__export__.plan_contratacion_idu_fuente_37,8 MESES,Contratos PSP 2014,,Entidad,2014-03-03,2014-06-01,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_14,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_10,ASESORIAS PARA REQUERIMIENTOS LEGALES,21011,ASESORIAS PARA REQUERIMIENTOS LEGALES,__export__.hr_department_15,DTGJ,Acompañamiento jurídico a requerimientos legales,1070000000,__export__.plan_contratacion_idu_fuente_2,N/A,N/A,N/A,Entidad,,,,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_8
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_15,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,APOYO TECNICO Y LOGISTICO,30601,APOYO TECNICO Y LOGISTICO ASESORIAS,__export__.hr_department_12,DTGC,"Proyección de 641 contratos de prestación de servicios profesionales y de apoyo a la gestión por un plazo de ocho (8) meses por valor de $13.673.008.000.

En este valor esta incluido la proyección de 343 contratos PSP para la STOP relacionados con la gestión de las devoluciones de la contribución de valorización ordenada por el Acuerdo 523 de 2013, por valor de $6.448.400.000 El detalle de cada contrato se tiene en un Plan de Contratación PSP vigencia 2014.",4869349000,__export__.plan_contratacion_idu_fuente_60,8 meses,Contratos PSP 2014,641,Entidad,2014-04-01,2014-05-01,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_16,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,COMPRAS,21102,ADQUISICION COMPUTADORES E IMPRESORAS,__export__.hr_department_17,STRT,"ETB proporcionará al Instituto de Desarrollo Urbano IDU, una solución para mantener y garantizar la operación de soluciones integrales de tecnología y telecomunicaciones, incorporando dentro de éstas, el acceso a Internet de alta velocidad, los canales dedicados de datos de máxima conectividad y su seguridad, los equipos de cómputo actualizados, software, impresoras, toners y scanner, conforme se describe en los anexos adjuntos a la propuesta comercial, los cuales formarán parte integral del Contrato Interadministrativo.",20741000,__export__.plan_contratacion_idu_fuente_3,3 meses,,,Entidad,2014-03-14,2014-03-14,2014-03-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_17,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,COMPRAS,21102,ADQUISICION COMPUTADORES E IMPRESORAS,__export__.hr_department_17,STRT,"ETB proporcionará al Instituto de Desarrollo Urbano IDU, una solución para mantener y garantizar la operación de soluciones integrales de tecnología y telecomunicaciones, incorporando dentro de éstas, el acceso a Internet de alta velocidad, los canales dedicados de datos de máxima conectividad y su seguridad, los equipos de cómputo actualizados, software, impresoras, toners y scanner, conforme se describe en los anexos adjuntos a la propuesta comercial, los cuales formarán parte integral del Contrato Interadministrativo.",810000000,__export__.plan_contratacion_idu_fuente_26,3 meses,,,Entidad,2014-03-14,2014-03-14,2014-03-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_18,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,COMPRAS,21102,ADQUISICION COMPUTADORES E IMPRESORAS,__export__.hr_department_17,STRT,Prestar los servicios técnicos para actualizar el sistema de información Valoricemos a Arquitectura Web.,170000000,__export__.plan_contratacion_idu_fuente_26,6 meses,,,Entidad,2014-06-01,2014-06-01,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_19,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,Pólizas,20479,SEGUIM. POLIZAS ESTABILIDAD VIGENTE,__export__.hr_department_20,DTAI,"Adquisición de elementos básicos para la realización de visitas a campo, necesarios dentro los procesos de seguimiento a contratos con póliza de estabilidad y/o calidad, licencias de excavación y licencias de intervención y ocupación de espacio público.",10000000,__export__.plan_contratacion_idu_fuente_2,3 meses,Unidad,N/A,Entidad,2014-03-01,2014-04-30,2014-04-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_6
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_20,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_11,GASTOS DE ADMON VALORA AC. 180/05,30500,VEHICULOS APOYO A INVENTARIO PREDIAL,__export__.hr_department_11,DTAV,"Prestación del servicio de transporte en vehículo tipo automóvil y/o campero y/o camioneta para el desplazamiento del personal del Idu a los diferentes puntos de la ciudad, durante el proceso de notificación, cobro, recaudo y devoluciones de la contribución de valorización ordenada por el Acuerdo 523 de 2013",100000000,__export__.plan_contratacion_idu_fuente_59,8 meses,Meses de alquiler,8,Entidad,2014-02-14,2014-05-01,2014-05-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_6
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_21,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_11,GASTOS DE ADMON VALORA AC. 180/05,30501,ARRENDAMIENTO DE PUESTOS DE TRABAJO ACUERDO 180/05.,__export__.hr_department_11,DTAV,Arrendamiento de puestos de trabajo acuerdo 180/05,40000000,__export__.plan_contratacion_idu_fuente_59,6 meses,Meses de alquiler,4,Entidad,2014-05-03,2014-08-01,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_6
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_22,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_11,GASTOS DE ADMON VALORA AC. 180/05,30609,"PAPELERIA, UTILES ESCR., INSUMOS COMPUT. ACUERDO 180/05.",__export__.hr_department_11,DTAV,"Suministro de papelería, útilies escritorio, insumos computadores Acuerdo 180/05",200000000,__export__.plan_contratacion_idu_fuente_59,6 meses,Meses de suministro,6,Entidad,2014-03-03,2014-06-01,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_6
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_23,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,GESTION DOCUMENTAL,20677,CENTRO DE DOCUMENTACION EN LINEA,__export__.hr_department_24,STRF,"Escaneado, indexación y cargue de documentos técnicos físicos del centro de documentación, en el repositorio DSPACE del IDU.",360000000,__export__.plan_contratacion_idu_fuente_26,12 meses,N/A,N/A,Entidad,2014-03-15,2014-06-15,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_5
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_24,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,HARDWARE Y/O  SOFTWARE,20465,COMPRA Y ACTUALIZ. HARDWARE Y SOFTWARE,__export__.hr_department_17,STRT,"ETB proporcionará al Instituto de Desarrollo Urbano IDU, una solución para mantener y garantizar la operación de soluciones integrales de tecnología y telecomunicaciones, incorporando dentro de éstas, el acceso a Internet de alta velocidad, los canales dedicados de datos de máxima conectividad y su seguridad, los equipos de cómputo actualizados, software, impresoras, toners y scanner, conforme se describe en los anexos adjuntos a la propuesta comercial, los cuales formarán parte integral del Contrato Interadministrativo.",700000000,__export__.plan_contratacion_idu_fuente_60,3 meses,,,Entidad,2014-03-14,2014-03-14,2014-03-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_25,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,Implementación del Sistema de Información Geográfico integral de la infraestructura vial y espacio público del Distrito Capital.,NUEVO,Implementación del Sistema de Información Geográfico integral de la infraestructura vial y espacio público del Distrito Capital.,__export__.hr_department_10,DTE,Implementación del Sistema de Información Geográfico integral de la infraestructura vial y espacio público del Distrito Capital.,1300000000,__export__.plan_contratacion_idu_fuente_2,8 meses,Global,1,Entidad,2014-02-01,2014-06-30,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_26,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,INFRAESTRUCTURA FISICA,20536,ADECUACIONES LOCATIVAS,__export__.hr_department_24,STRF,Contratar el servicio de adecuaciones locativas con mano de obra especializada,138421000,__export__.plan_contratacion_idu_fuente_2,8 meses,N/A,N/A,Entidad,2014-03-15,2014-06-15,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_5
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_27,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_9,SISTEMA DE GESTIÓN DE CALIDAD,20076,CULTURA ORGANIZACIONAL,__export__.hr_department_9,STRH,Cultura organizacional,100000000,__export__.plan_contratacion_idu_fuente_26,6 meses,N/A,N/A,Entidad,2014-06-10,2014-09-01,2014-09-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_5
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_28,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_16,__export__.plan_contratacion_idu_clasificador_proyectos_8,SISTEMA DE GESTIÓN DE CALIDAD,20988,PROYECTO SISTEMA GESTION DE CALIDAD,__export__.hr_department_29,OAP,Desarrollar el proceso de pre auditoria y auditoria al sistema de gestión de calidad bajo la norma NTCGP 1000 : 2009,20000000,__export__.plan_contratacion_idu_fuente_2,2 meses,,,Entidad,2014-06-01,2014-07-01,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_29,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_16,__export__.plan_contratacion_idu_clasificador_proyectos_8,SISTEMA DE GESTIÓN DE CALIDAD,20988,PROYECTO SISTEMA GESTION DE CALIDAD,__export__.hr_department_29,OAP,"Planear, desarrollar e implementar actividades de promoción e interiorización sobre concepto de los sistemas de gestión y los subsistemas",45500000,__export__.plan_contratacion_idu_fuente_2,1 mes,,,Entidad,2014-07-01,2014-08-01,2014-08-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_7
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_30,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_8,Evaluación mecanica y desempeño de los concretos asfalticos e hidraulicos modificados con fibres,20708,Estudios técnicos transversales,__export__.hr_department_10,DTE,Evaluación mecánica y desempeño de los concretos asfálticos e hidraúlicos modificados con fibres,400000000,__export__.plan_contratacion_idu_fuente_2,11 meses,Estudio,1,Entidad,2014-02-01,2014-06-30,2014-06-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_31,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_13,Mantenimiento de troncales,23600,TRONCALES TRASNMILENIO,__export__.hr_department_32,DTM,Mantenimiento de troncales,3978738000,__export__.plan_contratacion_idu_fuente_4,12 meses,Priorización por parte de la DTP,,Metropolitana,2014-04-01,2014-07-30,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_32,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_13,Mantenimiento de troncales,23600,TRONCALES TRASNMILENIO,__export__.hr_department_32,DTM,Mantenimiento de troncales,542555000,__export__.plan_contratacion_idu_fuente_4,12 meses,Priorización por parte de la DTP,,Metropolitana,2014-04-01,2014-07-30,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_2
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
__export__.plan_contratacion_idu_plan_1,__export__.plan_contratacion_idu_item_33,Por radicar,__export__.plan_contratacion_idu_plan_tipo_proceso_item_12,__export__.plan_contratacion_idu_clasificador_proyectos_13,Mantenimiento de troncales,23600,TRONCALES TRANSMILENIO,__export__.hr_department_32,DTM,Mantenimiento de troncales,14000000000,__export__.plan_contratacion_idu_fuente_4,12 meses,Priorización por parte de la DTP,,Metropolitana,2014-04-01,2014-07-30,2014-07-30,__export__.plan_contratacion_idu_plan_tipo_proceso_seleccion_item_1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
